cpu_util,mem_util,gpu_util0,gmem_util0
100.0,7.9,68,12.79
99.7,7.9,70,12.79
100.0,7.9,52,12.79
100.0,7.9,51,12.79
100.0,7.9,58,12.79
97.2,7.9,69,12.79
100.0,7.9,49,12.79
100.0,7.9,52,12.79
100.0,7.9,52,12.79
100.0,7.9,87,12.79
100.0,7.9,73,12.79
100.0,7.9,56,12.79
100.0,7.9,78,12.79
100.0,7.9,64,12.79
100.0,7.8,61,12.79
99.9,7.9,67,12.79
100.0,7.9,56,12.79
100.0,7.9,52,12.79
99.2,7.9,58,12.79
100.0,7.9,51,12.79
100.0,7.9,54,12.79
100.0,7.9,60,12.79
99.3,7.8,53,12.79
100.0,7.9,48,12.79
100.0,7.9,56,12.79
100.0,7.9,57,12.79
100.0,7.9,51,12.79
100.0,7.9,65,12.79
100.0,7.9,64,12.79
99.9,7.9,55,12.79
100.0,7.9,53,12.79
99.9,7.9,57,12.79
99.8,7.9,67,12.79
99.9,7.9,75,12.79
100.0,7.9,83,12.79
99.9,7.9,77,12.79
99.3,7.9,70,12.79
100.0,7.9,63,12.79
100.0,7.9,61,12.79
100.0,7.9,58,12.79
100.0,7.9,54,12.79
100.0,7.9,67,12.79
100.0,7.9,52,12.79
99.9,7.9,74,12.79
100.0,7.9,65,12.79
100.0,7.9,0,12.79
100.0,7.3,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
99.9,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
97.7,7.7,0,12.79
100.0,7.8,0,12.79
100.0,7.8,0,12.79
98.2,7.8,0,12.79
100.0,7.9,0,12.79
100.0,7.9,41,12.79
100.0,7.9,53,12.79
99.6,7.9,55,12.79
100.0,7.9,57,12.79
99.3,7.9,70,12.79
100.0,7.9,49,12.79
100.0,7.9,65,12.79
100.0,7.9,63,12.79
100.0,7.9,70,12.79
100.0,7.9,64,12.79
99.4,7.9,50,12.79
100.0,7.9,82,12.79
100.0,7.9,60,12.79
100.0,7.9,51,12.79
97.2,7.9,65,12.79
100.0,7.9,69,12.79
100.0,7.9,69,12.79
100.0,7.9,54,12.79
100.0,7.9,55,12.79
100.0,7.9,64,12.79
99.9,7.9,65,12.79
100.0,7.9,68,12.79
100.0,7.9,66,12.79
99.9,7.9,44,12.79
100.0,7.9,75,12.79
100.0,7.9,80,12.79
100.0,7.9,54,12.79
100.0,7.9,65,12.79
99.8,7.9,62,12.79
100.0,7.9,73,12.79
100.0,7.9,68,12.79
100.0,7.9,62,12.79
100.0,7.9,61,12.79
100.0,7.9,68,12.79
100.0,7.9,67,12.79
100.0,7.9,61,12.79
99.8,7.9,60,12.79
100.0,7.9,70,12.79
100.0,7.9,57,12.79
100.0,7.9,66,12.79
100.0,7.9,65,12.79
99.8,7.9,55,12.79
100.0,7.9,68,12.79
100.0,7.9,50,12.79
100.0,7.9,43,12.79
100.0,7.9,62,12.79
100.0,7.9,55,12.79
100.0,7.9,63,12.79
100.0,7.9,70,12.79
100.0,7.9,59,12.79
100.0,7.9,64,12.79
100.0,7.9,66,12.79
100.0,7.9,49,12.79
100.0,7.9,66,12.79
100.0,7.9,64,12.79
100.0,7.9,61,12.79
100.0,7.9,58,12.79
100.0,7.9,71,12.79
100.0,7.9,65,12.79
100.0,7.8,62,12.79
100.0,7.9,86,12.79
100.0,7.9,53,12.79
99.0,7.9,50,12.79
100.0,7.9,64,12.79
100.0,7.9,62,12.79
100.0,7.9,46,12.79
98.1,7.9,64,12.79
100.0,7.9,60,12.79
100.0,7.9,60,12.79
100.0,7.9,56,12.79
100.0,7.9,0,12.79
98.9,7.6,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.7,0,12.79
99.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.9,50,12.79
100.0,7.9,81,12.79
100.0,7.9,76,12.79
100.0,7.9,66,12.79
99.9,7.9,81,12.79
100.0,7.9,80,12.79
100.0,7.9,82,12.79
100.0,7.9,68,12.79
100.0,7.9,65,12.79
100.0,7.9,62,12.79
100.0,7.9,67,12.79
100.0,7.9,61,12.79
100.0,7.9,60,12.79
100.0,7.9,64,12.79
100.0,7.9,88,12.79
100.0,7.9,62,12.79
99.1,7.9,49,12.79
100.0,7.9,53,12.79
100.0,7.9,63,12.79
100.0,7.9,62,12.79
100.0,7.9,71,12.79
100.0,7.9,49,12.79
98.3,7.9,54,12.79
100.0,7.9,56,12.79
100.0,7.9,64,12.79
100.0,7.9,52,12.79
99.5,7.9,53,12.79
100.0,7.9,54,12.79
100.0,7.9,63,12.79
100.0,7.9,73,12.79
100.0,7.9,65,12.79
99.9,7.8,52,12.79
100.0,7.9,58,12.79
100.0,7.9,57,12.79
100.0,7.9,53,12.79
100.0,7.9,52,12.79
100.0,7.9,57,12.79
100.0,7.8,53,12.79
100.0,7.9,65,12.79
100.0,7.9,69,12.79
100.0,7.9,61,12.79
100.0,7.9,60,12.79
100.0,7.9,57,12.79
100.0,7.8,60,12.79
100.0,7.9,56,12.79
99.6,7.9,60,12.79
100.0,7.9,65,12.79
100.0,7.9,67,12.79
100.0,7.9,65,12.79
100.0,7.9,65,12.79
100.0,7.9,70,12.79
99.1,7.9,62,12.79
100.0,7.9,57,12.79
100.0,7.9,60,12.79
100.0,7.9,62,12.79
100.0,7.9,56,12.79
100.0,7.9,51,12.79
100.0,7.9,52,12.79
100.0,7.9,49,12.79
100.0,7.9,75,12.79
100.0,7.9,70,12.79
100.0,7.9,64,12.79
100.0,7.9,68,12.79
100.0,7.9,68,12.79
100.0,7.9,40,12.79
100.0,7.9,43,12.79
100.0,7.9,39,12.79
100.0,7.9,40,12.79
100.0,7.9,50,12.79
100.0,7.9,43,12.79
100.0,7.9,44,12.79
100.0,7.8,61,12.79
100.0,7.9,0,12.79
100.0,7.4,0,12.79
100.0,7.3,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.8,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.8,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.9,44,12.79
100.0,7.9,49,12.79
100.0,7.9,45,12.79
100.0,7.9,48,12.79
100.0,7.9,49,12.79
100.0,7.9,46,12.79
100.0,7.9,45,12.79
100.0,7.8,44,12.79
100.0,7.9,54,12.79
100.0,7.9,53,12.79
100.0,7.9,55,12.79
100.0,7.9,52,12.79
100.0,7.8,49,12.79
100.0,7.9,53,12.79
100.0,7.9,52,12.79
100.0,7.9,53,12.79
100.0,7.9,56,12.79
100.0,7.9,61,12.79
100.0,7.9,64,12.79
100.0,7.9,52,12.79
100.0,7.9,57,12.79
99.8,7.9,66,12.79
99.0,7.9,44,12.79
100.0,7.9,56,12.79
100.0,7.9,60,12.79
100.0,7.9,59,12.79
100.0,7.9,59,12.79
100.0,7.9,60,12.79
99.9,7.9,56,12.79
100.0,7.9,66,12.79
100.0,7.9,62,12.79
100.0,7.9,58,12.79
100.0,7.9,57,12.79
100.0,7.8,71,12.79
100.0,7.9,68,12.79
100.0,7.9,65,12.79
99.9,7.9,70,12.79
100.0,7.9,69,12.79
100.0,7.8,62,12.79
99.9,7.9,62,12.79
100.0,7.9,52,12.79
100.0,7.9,66,12.79
100.0,7.9,50,12.79
100.0,7.9,67,12.79
100.0,7.9,62,12.79
100.0,7.9,53,12.79
100.0,7.8,60,12.79
100.0,7.9,47,12.79
100.0,7.9,44,12.79
100.0,7.9,47,12.79
100.0,7.8,53,12.79
100.0,7.9,65,12.79
100.0,7.9,66,12.79
99.9,7.9,53,12.79
100.0,7.9,51,12.79
100.0,7.9,55,12.79
100.0,7.9,60,12.79
100.0,7.9,53,12.79
99.7,7.9,48,12.79
100.0,7.9,49,12.79
100.0,7.9,52,12.79
100.0,7.9,56,12.79
100.0,7.8,53,12.79
100.0,7.9,57,12.79
100.0,7.9,54,12.79
100.0,7.9,59,12.79
100.0,7.9,54,12.79
100.0,7.9,54,12.79
100.0,7.9,44,12.79
100.0,7.9,48,12.79
100.0,7.9,49,12.79
100.0,7.9,51,12.79
100.0,7.9,50,12.79
100.0,7.9,43,12.79
100.0,7.9,44,12.79
100.0,7.9,57,12.79
100.0,7.9,53,12.79
100.0,7.9,47,12.79
100.0,7.9,50,12.79
100.0,7.9,0,12.79
100.0,7.3,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.5,0,12.79
100.0,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
99.8,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.8,76,12.79
99.9,7.9,83,12.79
100.0,7.9,59,12.79
100.0,7.8,85,12.79
100.0,7.9,68,12.79
100.0,7.9,57,12.79
100.0,7.9,69,12.79
99.9,7.9,67,12.79
100.0,7.9,56,12.79
100.0,7.9,67,12.79
100.0,7.9,61,12.79
97.4,7.9,64,12.79
100.0,7.9,69,12.79
100.0,7.9,58,12.79
100.0,7.9,62,12.79
100.0,7.9,56,12.79
100.0,7.9,76,12.79
99.9,7.9,56,12.79
98.4,7.9,53,12.79
100.0,7.9,60,12.79
100.0,7.9,64,12.79
100.0,7.9,63,12.79
99.9,7.9,63,12.79
100.0,7.9,63,12.79
100.0,7.9,41,12.79
100.0,7.8,57,12.79
100.0,7.9,62,12.79
100.0,7.9,71,12.79
100.0,7.9,82,12.79
100.0,7.9,63,12.79
99.4,7.9,58,12.79
100.0,7.9,66,12.79
100.0,7.9,68,12.79
100.0,7.9,81,12.79
100.0,7.9,59,12.79
100.0,7.9,59,12.79
100.0,7.9,57,12.79
97.7,7.9,75,12.79
100.0,7.9,61,12.79
100.0,7.9,61,12.79
100.0,7.9,60,12.79
100.0,7.9,63,12.79
100.0,7.9,64,12.79
100.0,7.9,61,12.79
100.0,7.9,58,12.79
100.0,7.9,56,12.79
100.0,7.9,78,12.79
100.0,7.9,81,12.79
100.0,7.9,73,12.79
100.0,7.9,48,12.79
100.0,7.9,65,12.79
100.0,7.9,72,12.79
100.0,7.9,57,12.79
100.0,7.9,67,12.79
100.0,7.9,53,12.79
100.0,7.9,49,12.79
100.0,7.9,50,12.79
100.0,7.9,68,12.79
100.0,7.9,66,12.79
100.0,7.9,70,12.79
100.0,7.9,65,12.79
100.0,7.9,60,12.79
100.0,7.9,67,12.79
100.0,7.9,61,12.79
98.1,7.9,55,12.79
100.0,7.9,79,12.79
100.0,7.9,59,12.79
100.0,7.9,49,12.79
100.0,7.9,0,12.79
100.0,7.3,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.5,0,12.79
100.0,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.6,0,12.79
99.0,7.6,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.9,0,12.79
100.0,7.9,51,12.79
100.0,7.9,66,12.79
100.0,7.9,61,12.79
100.0,7.9,63,12.79
99.9,7.9,63,12.79
98.4,7.8,65,12.79
100.0,7.9,53,12.79
100.0,7.9,59,12.79
100.0,7.9,60,12.79
100.0,7.9,59,12.79
100.0,7.9,80,12.79
100.0,7.9,65,12.79
100.0,7.9,67,12.79
100.0,7.9,52,12.79
100.0,7.9,53,12.79
100.0,7.9,61,12.79
100.0,7.9,55,12.79
100.0,7.9,60,12.79
100.0,7.9,66,12.79
100.0,7.9,56,12.79
100.0,7.9,62,12.79
100.0,7.9,71,12.79
100.0,7.9,70,12.79
100.0,7.9,68,12.79
100.0,7.9,66,12.79
97.9,7.9,66,12.79
100.0,7.9,60,12.79
100.0,7.9,68,12.79
100.0,7.9,68,12.79
100.0,7.9,63,12.79
100.0,7.9,51,12.79
100.0,7.9,79,12.79
100.0,7.9,55,12.79
100.0,7.9,68,12.79
99.9,7.9,69,12.79
100.0,7.9,66,12.79
100.0,7.9,67,12.79
100.0,7.9,60,12.79
100.0,7.9,48,12.79
100.0,7.9,63,12.79
100.0,7.9,62,12.79
100.0,7.9,68,12.79
100.0,7.9,82,12.79
100.0,7.9,81,12.79
100.0,7.9,62,12.79
100.0,7.8,61,12.79
100.0,7.9,73,12.79
100.0,7.9,75,12.79
100.0,7.9,58,12.79
98.7,7.9,81,12.79
99.8,7.9,83,12.79
100.0,7.9,69,12.79
100.0,7.9,70,12.79
100.0,7.9,64,12.79
100.0,7.9,80,12.79
99.6,7.9,75,12.79
100.0,7.9,69,12.79
97.5,7.9,60,12.79
100.0,7.9,69,12.79
100.0,7.9,67,12.79
100.0,7.9,65,12.79
100.0,7.9,59,12.79
100.0,7.9,78,12.79
100.0,7.9,87,12.79
99.4,7.9,74,12.79
100.0,7.9,65,12.79
100.0,7.9,0,12.79
100.0,7.3,0,12.72
98.4,5.9,0,1.27
871.8
