ave_cpu_allocate,ave_mem_allocate,ave_gpu_allocate,ave_gmem_allocate,idel_gpu_num,job_not_start_num,job_dealing_num,self.job_come_num,self.job_end_num
0.0,0.0,0.0,0.0,4,0,0,0,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.2608695652173913,0.24933510638297873,0.25,0.0,2,0,2,2,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,0,4,4,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,1,4,5,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,1,4,5,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,1,4,5,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,1,4,5,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,1,4,5,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,2,4,6,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,2,4,6,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,2,4,6,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,2,4,6,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,2,4,6,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,2,4,6,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,4,4,8,0
0.5217391304347826,0.49867021276595747,0.75,0.0,0,7,4,11,0
0.5217391304347826,0.49867021276595747,0.875,0.0,0,6,4,11,1
0.391304347826087,0.3740026595744681,0.625,0.0,1,6,3,11,2
0.782608695652174,0.6233377659574468,0.875,0.0,0,7,4,13,2
0.782608695652174,0.6233377659574468,0.875,0.0,0,9,4,15,2
0.6521739130434783,0.49867021276595747,0.75,0.0,1,9,3,15,3
0.6521739130434783,0.49867021276595747,0.75,0.0,1,9,3,15,3
0.6521739130434783,0.49867021276595747,0.75,0.0,1,9,3,15,3
0.6521739130434783,0.49867021276595747,0.75,0.0,1,9,3,15,3
0.6521739130434783,0.49867021276595747,0.75,0.0,1,9,3,15,3
0.5869565217391305,0.4363364361702128,1.0,0.0,0,8,3,15,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,8,3,15,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,8,3,15,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,8,3,15,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,8,3,15,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,8,3,15,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,9,3,16,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,9,3,16,4
0.5869565217391305,0.4363364361702128,1.0,0.0,0,9,3,16,4
